film_id,title,release_year,language_id,length,rating
573,MICROCOSMOS PARADISE,2018,3,105,PG-13
574,MIDNIGHT WESTWARD,2019,3,86,G
575,MIDSUMMER GROUNDHOG,2020,3,48,G
576,MIGHTY LUCK,2006,3,122,PG
577,MILE MULAN,2006,3,64,PG
578,MILLION ACE,2006,3,142,PG-13
579,MINDS TRUMAN,2006,3,149,PG-13
580,MINE TITANS,2006,1,166,PG-13
581,MINORITY KISS,2006,1,59,G
582,MIRACLE VIRTUAL,2006,1,162,PG-13
583,MISSION ZOOLANDER,2006,1,164,PG-13
584,MIXED DOORS,1968,1,180,PG-13
585,MOB DUFFEL,1969,1,105,G
586,MOCKINGBIRD HOLLYWOOD,1970,1,60,PG
587,MOD SECRETARY,1971,1,77,NC-17
588,MODEL FISH,1972,1,175,NC-17
589,MODERN DORADO,1973,1,74,PG
590,MONEY HAROLD,1974,1,135,PG
591,MONSOON CAUSE,1975,1,182,PG
592,MONSTER SPARTACUS,1976,1,107,PG
593,MONTEREY LABYRINTH,1977,1,158,G
594,MONTEZUMA COMMAND,1978,1,126,NC-17
595,MOON BUNCH,1979,1,83,PG
596,MOONSHINE CABIN,1980,1,171,PG-13
597,MOONWALKER FOOL,1981,1,184,G
598,MOSQUITO ARMAGEDDON,1982,1,57,G
599,MOTHER OLEANDER,1983,1,103,R
600,MOTIONS DETAILS,1984,1,166,PG
601,MOULIN WAKE,1985,1,79,PG-13
602,MOURNING PURPLE,1986,1,146,PG
603,MOVIE SHAKESPEARE,1987,1,53,PG
604,MULAN MOON,1988,1,160,G
605,MULHOLLAND BEAST,1989,1,157,PG
606,MUMMY CREATURES,1990,1,160,NC-17
607,MUPPET MILE,1991,1,50,PG
608,MURDER ANTITRUST,1992,1,166,PG
609,MUSCLE BRIGHT,1993,1,185,G
610,MUSIC BOONDOCK,1994,1,129,R
611,MUSKETEERS WAIT,1995,1,73,PG
612,MUSSOLINI SPOILERS,1996,1,180,G
613,MYSTIC TRUMAN,1997,1,92,NC-17
614,NAME DETECTIVE,1998,1,178,PG-13
615,NASH CHOCOLAT,1999,1,180,PG-13
616,NATIONAL STORY,2000,1,92,NC-17
617,NATURAL STOCK,2001,1,50,PG-13
618,NECKLACE OUTBREAK,2002,1,132,PG
619,NEIGHBORS CHARADE,2003,1,161,R
620,NEMO CAMPUS,2004,4,131,NC-17
621,NETWORK PEAK,2005,4,75,PG-13
622,NEWSIES STORY,2006,4,159,G
623,NEWTON LABYRINTH,2007,4,75,PG
624,NIGHTMARE CHILL,2008,4,149,PG
625,NONE SPIKING,2009,4,83,NC-17
626,NOON PAPI,2010,4,57,G
627,NORTH TEQUILA,2011,4,67,NC-17
628,NORTHWEST POLISH,2012,4,172,PG
629,NOTORIOUS REUNION,2013,4,128,NC-17
630,NOTTING SPEAKEASY,2014,4,48,PG-13
631,NOVOCAINE FLIGHT,2015,4,64,G
632,NUTS TIES,2016,4,145,NC-17
633,OCTOBER SUBMARINE,2017,4,54,PG-13
634,ODDS BOOGIE,2018,4,48,NC-17
635,OKLAHOMA JUMANJI,2019,4,58,PG
636,OLEANDER CLUE,2020,4,161,PG
637,OPEN AFRICAN,2006,4,131,PG
638,OPERATION OPERATION,2006,4,156,G
639,OPPOSITE NECKLACE,2006,4,92,PG
640,OPUS ICE,2006,4,102,R
641,ORANGE GRAPES,2006,4,76,PG-13
642,ORDER BETRAYED,2006,4,120,PG-13
643,ORIENT CLOSER,2006,4,118,R
644,OSCAR GOLD,1968,1,115,PG
645,OTHERS SOUP,1969,1,118,PG
646,OUTBREAK DIVINE,1970,1,169,NC-17
647,OUTFIELD MASSACRE,1971,1,129,NC-17
648,OUTLAW HANKY,1972,1,148,PG-13
649,OZ LIAISONS,1973,1,85,R
650,PACIFIC AMISTAD,1974,1,144,G
651,PACKER MADIGAN,1975,1,84,PG-13
652,PAJAMA JAWBREAKER,1976,1,126,R
653,PANIC CLUB,1977,1,102,G
654,PANKY SUBMARINE,1978,1,93,G
655,PANTHER REDS,1979,1,109,NC-17
656,PAPI NECKLACE,1980,1,128,PG
657,PARADISE SABRINA,1981,1,48,PG-13
658,PARIS WEEKEND,1982,1,121,PG-13
659,PARK CITIZEN,1983,1,109,PG-13
660,PARTY KNOCK,1984,1,107,PG
661,PAST SUICIDES,1985,1,157,PG-13
662,PATHS CONTROL,1986,1,118,PG
663,PATIENT SISTER,1987,1,99,NC-17
664,PATRIOT ROMAN,1988,1,65,PG
665,PATTON INTERVIEW,1989,1,175,PG
666,PAYCHECK WAIT,1990,1,145,PG-13
667,PEACH INNOCENT,1991,1,160,PG-13
668,PEAK FOREVER,1992,1,80,PG
669,PEARL DESTINY,1993,1,74,NC-17
670,PELICAN COMFORTS,1994,1,48,PG
671,PERDITION FARGO,1995,1,99,NC-17
672,PERFECT GROOVE,1996,1,82,PG-13
673,PERSONAL LADYBUGS,1997,1,118,PG-13
674,PET HAUNTING,1998,1,99,PG
675,PHANTOM GLORY,1999,1,60,NC-17
676,PHILADELPHIA WIFE,2000,1,137,PG-13
677,PIANIST OUTFIELD,2001,1,136,NC-17
678,PICKUP DRIVING,2002,1,77,G
679,PILOT HOOSIERS,2003,1,50,PG
680,PINOCCHIO SIMON,2004,1,103,PG
681,PIRATES ROXANNE,2005,1,100,PG
682,PITTSBURGH HUNCHBACK,2006,1,134,PG-13
683,PITY BOUND,2007,1,60,NC-17
684,PIZZA JUMANJI,2008,1,173,NC-17
685,PLATOON INSTINCT,2009,1,132,PG-13
686,PLUTO OLEANDER,2010,1,84,R
687,POCUS PULP,2011,4,138,NC-17
688,POLISH BROOKLYN,2012,5,61,PG
689,POLLOCK DELIVERANCE,2013,1,137,PG
690,POND SEATTLE,2014,6,185,PG-13
691,POSEIDON FOREVER,2015,1,159,PG-13
692,POTLUCK MIXED,2016,1,179,G
693,POTTER CONNECTICUT,2017,6,115,PG
694,PREJUDICE OLEANDER,2018,1,98,PG-13
695,PRESIDENT BANG,2019,1,144,PG
696,PRIDE ALAMO,2020,6,114,NC-17
697,PRIMARY GLASS,2006,6,53,G
698,PRINCESS GIANT,2006,6,71,NC-17
699,PRIVATE DROP,2006,6,106,PG
700,PRIX UNDEFEATED,1968,6,115,R
701,PSYCHO SHRUNK,1969,6,155,PG-13
702,PULP BEVERLY,1970,4,89,G
703,PUNK DIVORCE,1971,5,100,PG
704,PURE RUNNER,1972,1,121,NC-17
705,PURPLE MOVIE,1973,1,88,R
706,QUEEN LUKE,1974,1,163,PG
707,QUEST MUSSOLINI,1975,1,177,R
708,QUILLS BULL,1976,1,112,R
709,RACER EGG,1977,1,147,NC-17
710,RAGE GAMES,1978,1,120,R
711,RAGING AIRPLANE,1979,1,154,R
712,RAIDERS ANTITRUST,1980,1,82,PG-13
713,RAINBOW SHOCK,1981,1,74,PG
714,RANDOM GO,1982,1,73,NC-17
715,RANGE MOONWALKER,1983,1,147,PG
716,REAP UNFAITHFUL,1984,1,136,PG-13
717,REAR TRADING,1985,1,97,NC-17
718,REBEL AIRPORT,1986,1,73,G
719,RECORDS ZORRO,1987,1,182,PG
720,REDEMPTION COMFORTS,1988,1,179,NC-17
721,REDS POCUS,1989,1,182,PG-13
722,REEF SALUTE,1990,1,123,NC-17
723,REIGN GENTLEMEN,1991,1,82,PG-13
724,REMEMBER DIARY,1992,1,110,R
725,REQUIEM TYCOON,1993,1,167,R
726,RESERVOIR ADAPTATION,1994,1,61,PG-13
727,RESURRECTION SILVERADO,1995,1,117,PG
728,REUNION WITCHES,1996,1,63,R
729,RIDER CADDYSHACK,1997,1,177,PG
730,RIDGEMONT SUBMARINE,1998,3,46,PG-13
731,RIGHT CRANES,1999,3,153,PG-13
732,RINGS HEARTBREAKERS,2000,3,58,G
733,RIVER OUTLAW,2001,3,149,PG-13
734,ROAD ROXANNE,2002,3,158,R
735,ROBBERS JOON,2003,3,102,PG-13
736,ROBBERY BRIGHT,2004,3,134,R
737,ROCK INSTINCT,2005,3,102,G
738,ROCKETEER MOTHER,2006,3,178,PG-13
739,ROCKY WAR,2007,3,145,PG-13
740,ROLLERCOASTER BRINGING,2008,3,153,PG-13
741,ROMAN PUNK,2009,3,81,NC-17
742,ROOF CHAMPION,2010,3,101,R
743,ROOM ROMAN,2011,3,60,PG
744,ROOTS REMEMBER,2012,3,89,PG-13
745,ROSES TREASURE,2013,3,162,PG-13
746,ROUGE SQUAD,2014,3,118,NC-17
747,ROXANNE REBEL,2015,3,171,R
748,RUGRATS SHAKESPEARE,2016,3,109,PG-13
749,RULES HUMAN,2017,3,153,R
750,RUN PACIFIC,2018,3,145,R
751,RUNAWAY TENENBAUMS,2019,3,181,NC-17
752,RUNNER MADIGAN,2020,3,101,NC-17
753,RUSH GOODFELLAS,2006,1,48,PG
754,RUSHMORE MERMAID,2006,1,150,PG-13
755,SABRINA MIDNIGHT,2006,1,99,PG
756,SADDLE ANTITRUST,2006,1,80,PG-13
757,SAGEBRUSH CLUELESS,2006,1,106,G
758,SAINTS BRIDE,2006,1,125,G
759,SALUTE APOLLO,2006,1,73,R
760,SAMURAI LION,2006,1,110,G
761,SANTA PARIS,2006,1,154,PG
762,SASSY PACKER,2006,1,154,G
763,SATISFACTION CONFIDENTIAL,2006,1,75,G
764,SATURDAY LAMBS,2006,1,150,G
765,SATURN NAME,2006,1,182,R
766,SAVANNAH TOWN,1968,1,84,PG-13
767,SCALAWAG DUCK,1969,1,183,NC-17
768,SCARFACE BANG,1970,1,102,PG-13
769,SCHOOL JACKET,1971,1,151,PG-13
770,SCISSORHANDS SLUMS,1972,1,147,G
771,SCORPION APOLLO,1973,1,137,NC-17
772,SEA VIRGIN,1974,1,80,PG
773,SEABISCUIT PUNK,1975,1,112,NC-17
774,SEARCHERS WAIT,1976,1,182,NC-17
775,SEATTLE EXPECATIONS,1977,1,110,PG-13
776,SECRET GROUNDHOG,1978,1,90,PG
777,SECRETARY ROUGE,1979,1,158,PG
778,SECRETS PARADISE,1980,1,109,G
779,SENSE GREEK,1981,1,54,R
780,SENSIBILITY REAR,1982,1,98,PG
781,SEVEN SWARM,1983,1,127,R
782,SHAKESPEARE SADDLE,1984,1,60,PG-13
783,SHANE DARKNESS,1985,1,93,PG
784,SHANGHAI TYCOON,1986,1,47,PG
785,SHAWSHANK BUBBLE,1987,1,80,PG
786,SHEPHERD MIDSUMMER,1988,1,113,R
787,SHINING ROSES,1989,1,125,G
788,SHIP WONDERLAND,1990,1,104,R
789,SHOCK CABIN,1991,1,79,PG-13
790,SHOOTIST SUPERFLY,1992,1,67,PG-13
791,SHOW LORD,1993,1,167,PG-13
792,SHREK LICENSE,1994,1,154,PG-13
793,SHRUNK DIVINE,1995,1,139,R
794,SIDE ARK,1996,1,52,G
795,SIEGE MADRE,1997,1,111,R
796,SIERRA DIVIDE,1998,1,135,NC-17
797,SILENCE KANE,1999,1,67,R
798,SILVERADO GOLDFINGER,2000,1,74,PG
799,SIMON NORTH,2001,1,51,NC-17
800,SINNERS ATLANTIS,2002,1,126,PG-13
801,SISTER FREDDY,2003,1,152,PG-13
802,SKY MIRACLE,2004,1,132,PG
803,SLACKER LIAISONS,2005,1,179,R
804,SLEEPING SUSPECTS,2006,1,129,PG-13
805,SLEEPLESS MONSOON,2007,1,64,G
806,SLEEPY JAPANESE,2008,1,137,PG
807,SLEUTH ORIENT,2009,1,87,NC-17
808,SLING LUKE,2010,1,84,R
809,SLIPPER FIDELITY,2011,1,156,PG-13
810,SLUMS DUCK,2012,1,147,PG
811,SMILE EARRING,2013,1,60,G
812,SMOKING BARBARELLA,2014,1,50,PG-13
813,SMOOCHY CONTROL,2015,1,184,R
814,SNATCH SLIPPER,2016,1,110,PG
815,SNATCHERS MONTEZUMA,2017,1,74,PG-13
816,SNOWMAN ROLLERCOASTER,2018,1,62,G
817,SOLDIERS EVOLUTION,2019,1,185,R
818,SOMETHING DUCK,2020,1,180,NC-17
819,SONG HEDWIG,2006,1,165,PG-13
820,SONS INTERVIEW,1968,1,184,NC-17
821,SORORITY QUEEN,1969,1,184,NC-17
822,SOUP WISDOM,1970,1,169,R
823,SOUTH WAIT,1971,1,143,R
824,SPARTACUS CHEAPER,1972,1,52,NC-17
825,SPEAKEASY DATE,1973,1,165,PG-13
826,SPEED SUIT,1974,1,124,PG-13
827,SPICE SORORITY,1975,1,141,NC-17
828,SPIKING ELEMENT,1976,1,79,G
829,SPINAL ROCKY,1977,1,138,PG-13
830,SPIRIT FLINTSTONES,1978,1,149,R
831,SPIRITED CASUALTIES,1979,1,138,PG-13
832,SPLASH GUMP,1980,1,175,PG
833,SPLENDOR PATTON,1981,1,134,R
834,SPOILERS HELLFIGHTERS,1982,1,151,G
835,SPY MILE,1983,1,112,PG-13
836,SQUAD FISH,1984,1,136,PG
837,STAGE WORLD,1985,1,85,PG
838,STAGECOACH ARMAGEDDON,1986,1,112,R
839,STALLION SUNDANCE,1987,1,130,PG-13
840,STAMPEDE DISTURBING,1988,1,75,R
841,STAR OPERATION,1989,1,181,PG
842,STATE WASTELAND,1990,1,113,NC-17
843,STEEL SANTA,1991,1,143,NC-17
844,STEERS ARMAGEDDON,1992,1,140,PG
845,STEPMOM DREAM,1993,1,48,NC-17
846,STING PERSONAL,1994,1,93,NC-17
847,STOCK GLASS,1995,1,160,PG
848,STONE FIRE,1996,1,94,G
849,STORM HAPPINESS,1997,1,57,NC-17
850,STORY SIDE,1998,2,163,R
851,STRAIGHT HOURS,1999,2,151,R
852,STRANGELOVE DESIRE,2000,2,103,NC-17
853,STRANGER STRANGERS,2001,2,139,G
854,STRANGERS GRAFFITI,2002,2,119,R
855,STREAK RIDGEMONT,2003,2,132,PG-13
856,STREETCAR INTENTIONS,2004,2,73,R
857,STRICTLY SCARFACE,2005,2,144,PG-13
858,SUBMARINE BED,2006,2,127,R
859,SUGAR WONKA,2007,2,114,PG
860,SUICIDES SILENCE,2008,2,93,G
861,SUIT WALLS,2009,2,111,R
862,SUMMER SCARFACE,2010,2,53,G
863,SUN CONFESSIONS,2011,2,141,R
864,SUNDANCE INVASION,2012,2,92,NC-17
865,SUNRISE LEAGUE,2013,2,135,PG-13
866,SUNSET RACER,2014,2,48,NC-17
867,SUPER WYOMING,2015,2,58,PG
868,SUPERFLY TRIP,2016,2,114,PG
869,SUSPECTS QUILLS,2017,2,47,PG
870,SWARM GOLD,2018,2,123,PG-13
871,SWEDEN SHINING,2019,2,176,PG
872,SWEET BROTHERHOOD,2020,2,185,R
873,SWEETHEARTS SUSPECTS,2006,2,108,G
874,TADPOLE PARK,2006,2,155,PG
875,TALENTED HOMICIDE,2006,2,173,PG
876,TARZAN VIDEOTAPE,2006,2,91,PG-13
877,TAXI KICK,2006,1,64,PG-13
878,TEEN APOLLO,1968,1,74,G
879,TELEGRAPH VOYAGE,1969,1,148,PG
880,TELEMARK HEARTBREAKERS,1970,1,152,PG-13
881,TEMPLE ATTRACTION,1971,1,71,PG
882,TENENBAUMS COMMAND,1972,1,99,PG-13
883,TEQUILA PAST,1973,1,53,PG
884,TERMINATOR CLUB,1974,1,88,R
885,TEXAS WATCH,1975,1,179,NC-17
886,THEORY MERMAID,1976,1,184,PG-13
887,THIEF PELICAN,1977,3,135,PG-13
888,THIN SAGEBRUSH,1978,3,53,PG-13
889,TIES HUNGER,1979,3,111,R
890,TIGHTS DAWN,1980,3,172,R
891,TIMBERLAND SKY,1981,3,69,G
892,TITANIC BOONDOCK,1982,3,104,R
893,TITANS JERK,1983,3,91,PG
894,TOMATOES HELLFIGHTERS,1984,3,68,PG
895,TOMORROW HUSTLER,1985,3,142,R
896,TOOTSIE PILOT,1986,3,157,PG
897,TORQUE BOUND,1987,3,179,G
898,TOURIST PELICAN,1988,3,152,PG-13
899,TOWERS HURRICANE,1989,3,144,NC-17
900,TOWN ARK,1990,3,136,R
901,TRACY CIDER,1991,3,142,G
902,TRADING PINOCCHIO,1992,3,170,PG
903,TRAFFIC HOBBIT,1993,3,139,G
904,TRAIN BUNCH,1994,3,71,R
905,TRAINSPOTTING STRANGERS,1995,3,132,PG-13
906,TRAMP OTHERS,1996,3,171,PG
907,TRANSLATION SUMMER,1997,3,168,PG-13
908,TRAP GUYS,1998,3,110,G
909,TREASURE COMMAND,1999,3,102,PG-13
910,TREATMENT JEKYLL,2000,3,87,PG
911,TRIP NEWTON,2001,3,64,PG-13
912,TROJAN TOMORROW,2002,1,52,PG
913,TROOPERS METAL,2003,1,115,R
914,TROUBLE DATE,2004,1,61,PG
915,TRUMAN CRAZY,2005,1,92,G
916,TURN STAR,2006,1,80,G
917,TUXEDO MILE,2007,1,152,R
918,TWISTED PIRATES,2008,1,152,PG
919,TYCOON GATHERING,2009,1,82,G
920,UNBREAKABLE KARATE,2010,1,62,G
921,UNCUT SUICIDES,2011,1,172,PG-13
922,UNDEFEATED DALMATIONS,2012,1,107,PG-13
923,UNFAITHFUL KILL,2013,1,78,R
924,UNFORGIVEN ZOOLANDER,2014,1,129,PG
925,UNITED PILOT,2015,1,164,R
926,UNTOUCHABLES SUNRISE,2016,1,120,NC-17
927,UPRISING UPTOWN,2017,1,174,NC-17
928,UPTOWN YOUNG,2018,1,84,PG
929,USUAL UNTOUCHABLES,2019,1,128,PG-13
930,VACATION BOONDOCK,2020,1,145,R
931,VALENTINE VANISHING,1968,1,48,PG-13
932,VALLEY PACKER,1969,1,73,G
933,VAMPIRE WHALE,1970,1,126,NC-17
934,VANILLA DAY,1971,1,122,NC-17
935,VANISHED GARDEN,1972,1,142,R
936,VANISHING ROCKY,1973,1,123,NC-17
937,VARSITY TRIP,1974,1,85,NC-17
938,VELVET TERMINATOR,1975,1,173,R
939,VERTIGO NORTHWEST,1976,1,90,R
940,VICTORY ACADEMY,1977,1,64,PG-13
941,VIDEOTAPE ARSENIC,1978,1,145,NC-17
942,VIETNAM SMOOCHY,1979,5,174,PG-13
943,VILLAIN DESPERATE,1980,5,76,PG-13
944,VIRGIN DAISY,1981,5,179,PG-13
945,VIRGINIAN PLUTO,1982,5,164,R
946,VIRTUAL SPOILERS,1983,5,144,NC-17
947,VISION TORQUE,1984,5,59,PG-13
948,VOICE PEACH,1985,5,139,PG-13
949,VOLCANO TEXAS,1986,5,157,NC-17
950,VOLUME HOUSE,1987,5,132,PG
951,VOYAGE LEGALLY,1988,1,78,PG-13
952,WAGON JAWS,1989,1,152,PG
953,WAIT CIDER,1990,1,112,PG-13
954,WAKE JAWS,1991,1,73,G
955,WALLS ARTIST,1992,1,135,PG
956,WANDA CHAMBER,1993,1,107,PG-13
957,WAR NOTTING,1994,1,80,G
958,WARDROBE PHANTOM,1995,1,178,G
959,WARLOCK WEREWOLF,1996,1,83,G
960,WARS PLUTO,1997,1,128,G
961,WASH HEAVENLY,1998,1,161,R
962,WASTELAND DIVINE,1999,1,85,PG
963,WATCH TRACY,2000,1,78,PG
964,WATERFRONT DELIVERANCE,2001,1,61,G
965,WATERSHIP FRONTIER,2002,1,112,G
966,WEDDING APOLLO,2003,1,70,PG
967,WEEKEND PERSONAL,2004,1,134,R
968,WEREWOLF LOLA,2005,1,79,G
969,WEST LION,2006,6,159,G
970,WESTWARD SEABISCUIT,2007,6,52,NC-17
971,WHALE BIKINI,2008,6,109,PG-13
972,WHISPERER GIANT,2009,6,59,PG-13
973,WIFE TURN,2010,6,183,NC-17
974,WILD APOLLO,2011,6,181,R
975,WILLOW TRACY,2012,6,137,R
976,WIND PHANTOM,2013,6,111,R
977,WINDOW SIDE,2014,6,85,R
978,WISDOM WORKER,2015,6,98,R
979,WITCHES PANIC,2016,6,100,NC-17
980,WIZARD COLDBLOODED,2017,6,75,PG
981,WOLVES DESIRE,2018,6,55,NC-17
982,WOMEN DORADO,2019,6,126,R
983,WON DARES,2020,6,105,PG
984,WONDERFUL DROP,2006,6,126,NC-17
985,WONDERLAND CHRISTMAS,2006,6,111,PG
986,WONKA SEA,2006,6,85,NC-17
987,WORDS HUNTER,2006,6,116,PG
988,WORKER TARZAN,2006,6,139,R
989,WORKING MICROCOSMOS,1999,6,74,R
990,WORLD LEATHERNECKS,2015,6,171,PG-13
991,WORST BANGER,2019,6,185,PG
992,WRATH MILE,2018,6,176,NC-17
993,WRONG BEHAVIOR,2006,6,178,PG-13
994,WYOMING STORM,1999,1,100,PG-13
995,YENTL IDAHO,2015,1,86,R
996,YOUNG LANGUAGE,2019,1,183,G
997,YOUTH KICK,2018,1,179,NC-17
998,ZHIVAGO CORE,2006,1,105,NC-17
999,ZOOLANDER FICTION,2006,1,101,R
1000,ZORRO ARK,2006,1,50,NC-17
